-10.,0.049060836138539364
-9.94,0.03782975747273664
-9.88,0.029230476459743922
-9.82,0.022633083604217084
-9.76,0.017561385399050253
-9.7,0.013654709546388553
-9.64,0.010639375467725401
-9.58,0.008307311786439396
-9.52,0.006500031877795507
-9.46,0.005096590790078724
-9.4,0.004004515690242836
-9.34,0.0031529602336357702
-9.28,0.00248755971003418
-9.22,0.001966499789415826
-9.16,0.001557561641450913
-9.1,0.0012358703859740923
-9.04,0.0009821755251039602
-8.98,0.0007815444552481196
-8.92,0.0006223738381854846
-8.86,0.0004956128185751535
-8.8,0.0003941786551575465
-8.74,0.00031250940759390837
-8.68,0.0002462129649784303
-8.620000000000001,0.0001917954807816764
-8.56,0.0001464481063570684
-8.5,0.00010789239888293493
-8.44,0.00007424074243294346
-8.38,0.000043898002726508925
-8.32,0.000015471951935158532
-8.26,-0.000012289968062767662
-8.2,-0.00004056051592981413
-8.14,-0.00007048375880647253
-8.08,-0.00010321930764621235
-8.02,-0.00013998407469135874
-7.96,-0.000182091875043528
-7.9,-0.00023099257712360966
-7.84,-0.00028831237861176985
-7.78,-0.0003558946056517659
-7.720000000000001,-0.00043584330441404355
-7.66,-0.0005305700138174543
-7.6,-0.0006428440938515907
-7.54,-0.0007758466387592069
-7.48,-0.0009332289122072233
-7.42,-0.0011191765770262579
-7.36,-0.0013384768597148032
-7.300000000000001,-0.001596592300335483
-7.24,-0.0018997390529701752
-7.18,-0.002254969674490234
-7.12,-0.002670260736598972
-7.0600000000000005,-0.0031546037166868173
-7.,-0.0037180990521249093
-6.9399999999999995,-0.004372052799596723
-6.88,-0.0051290728193949045
-6.82,-0.00600316496908337
-6.76,-0.00700982557789209
-6.7,-0.008166128813538752
-6.640000000000001,-0.00949080636076244
-6.58,-0.011004315550900475
-6.52,-0.012728893171503216
-6.46,-0.01468859050738764
-6.4,-0.016909285622965568
-6.34,-0.01941866821036385
-6.28,-0.022246192020246497
-6.220000000000001,-0.025422989749118774
-6.16,-0.02898174464207789
-6.1,-0.03295651357393946
-6.04,-0.03738249579364035
-5.98,-0.042295742714291505
-5.92,-0.047732802097111865
-5.86,-0.05373029395265303
-5.8,-0.06032441254668328
-5.74,-0.0675503528230552
-5.68,-0.07544165876209563
-5.62,-0.08402949011857437
-5.5600000000000005,-0.09334181783081265
-5.5,-0.10340253726291698
-5.44,-0.1142305180271996
-5.38,-0.12583858531453454
-5.32,-0.13823245393528727
-5.26,-0.15140962051878767
-5.2,-0.1653582288856057
-5.140000000000001,-0.18005593438494258
-5.08,-0.19546877922189254
-5.0200000000000005,-0.21155010972619578
-4.96,-0.2282395605451052
-4.9,-0.24546213365672873
-4.84,-0.26312740890430997
-4.78,-0.2811289108336983
-4.720000000000001,-0.299343678273813
-4.66,-0.31763206215332346
-4.6000000000000005,-0.33583778558941174
-4.54,-0.3537883161409185
-4.48,-0.37129555430006417
-4.42,-0.3881568910009815
-4.36,-0.40415665326794054
-4.3,-0.4190679285805819
-4.24,-0.432654838006178
-4.180000000000001,-0.4446751947342608
-4.12,-0.45488358863704276
-4.0600000000000005,-0.4630348639649475
-4.,-0.4688879691706254
-3.9400000000000004,-0.47221013935373246
-3.88,-0.4727813616790134
-3.8200000000000003,-0.4703990643669747
-3.76,-0.46488295707301824
-3.7,-0.456079936729262
-3.6400000000000006,-0.44386896412856786
-3.58,-0.42816580941143456
-3.5200000000000005,-0.4089275540145766
-3.46,-0.3861567304093606
-3.4000000000000004,-0.3599049804774356
-3.34,-0.3302761132568169
-3.2800000000000002,-0.29742844183981426
-3.2200000000000006,-0.2615762814176512
-3.16,-0.22299051162820205
-3.1000000000000005,-0.1819981099539208
-3.04,-0.13898057640237904
-2.9800000000000004,-0.09437119207689172
-2.92,-0.048651078381589136
-2.8600000000000003,-0.0023440525009852994
-2.8000000000000007,0.04398971145513977
-2.74,0.0897611662429694
-2.6800000000000006,0.1343609412911048
-2.62,0.17716885294070772
-2.5600000000000005,0.21756423277096193
-2.5,0.25493691300462007
-2.4400000000000004,0.28869866387737797
-2.38,0.31829487558835295
-2.3200000000000003,0.34321623600955653
-2.2600000000000007,0.3630101531389731
-2.2,0.37729165867292047
-2.1400000000000006,0.38575351861318674
-2.08,0.3881752911358346
-2.0200000000000005,0.3844310676417905
-1.9600000000000009,0.3744956614929366
-1.9000000000000004,0.3584490280706793
-1.8399999999999999,0.3364787257842715
-1.7800000000000011,0.30888027671569335
-1.7200000000000006,0.27605531347930795
-1.6600000000000001,0.23850745996902853
-1.5999999999999996,0.19683593852826867
